timestamp,asset,price,asset_return,signal
2026-08-02 00:00:00+00:00,BTCUSDT,63570.0,0.01188024125950049,0.023177368594926362
2026-08-02 00:00:00+00:00,ETHUSDT,1885.36,0.021908571552462286,0.01188024125950049
2026-08-02 00:00:00+00:00,SOLUSDT,73.63,0.023349548297428635,0.021908571552462286
2026-08-02 00:00:00+00:00,XRPUSDT,1.0869,0.024990569596378798,0.023349548297428635
2026-08-03 00:00:00+00:00,BTCUSDT,63520.0,-0.0007865345288657899,0.0015124222546987198
2026-08-03 00:00:00+00:00,ETHUSDT,1860.5,-0.01318581066745872,-0.0007865345288657899
2026-08-03 00:00:00+00:00,SOLUSDT,73.56,-0.0009506994431616178,-0.01318581066745872
2026-08-03 00:00:00+00:00,XRPUSDT,1.0758,-0.01021253105161457,-0.0009506994431616178
2026-08-04 00:00:00+00:00,BTCUSDT,64106.56,0.009234256926952122,0.0064986849919401735
2026-08-04 00:00:00+00:00,ETHUSDT,1869.75,0.004971781779091744,0.009234256926952122
2026-08-04 00:00:00+00:00,SOLUSDT,73.75,0.002582925502990774,0.004971781779091744
2026-08-04 00:00:00+00:00,XRPUSDT,1.0739,-0.0017661275329987625,0.002582925502990774
2026-08-05 00:00:00+00:00,BTCUSDT,64665.23,0.008714708759914869,0.0011295053777944375
2026-08-05 00:00:00+00:00,ETHUSDT,1908.9,0.02093862815884484,0.008714708759914869
2026-08-05 00:00:00+00:00,SOLUSDT,74.04,0.00393220338983058,0.02093862815884484
2026-08-05 00:00:00+00:00,XRPUSDT,1.0623,-0.010801750628550155,0.00393220338983058
2026-08-06 00:00:00+00:00,BTCUSDT,64323.61,-0.005282900872694674,-0.0024585332996548415
2026-08-06 00:00:00+00:00,ETHUSDT,1904.1,-0.0025145371680026507,-0.005282900872694674
2026-08-06 00:00:00+00:00,SOLUSDT,72.7,-0.01809832522960564,-0.0025145371680026507
2026-08-06 00:00:00+00:00,XRPUSDT,1.0351,-0.025604819730773,-0.01809832522960564
2026-08-07 00:00:00+00:00,BTCUSDT,64923.19,0.00932130519415808,0.00030385388004527947
2026-08-07 00:00:00+00:00,ETHUSDT,1914.18,0.005293839609264328,0.00932130519415808
2026-08-07 00:00:00+00:00,SOLUSDT,73.66,0.013204951856946368,0.005293839609264328
2026-08-07 00:00:00+00:00,XRPUSDT,1.021,-0.013621872282871261,0.013204951856946368
2026-08-08 00:00:00+00:00,BTCUSDT,64962.6,0.0006070250090914886,0.01365239549757824
2026-08-08 00:00:00+00:00,ETHUSDT,1916.74,0.0013373872885518168,0.0006070250090914886
2026-08-08 00:00:00+00:00,SOLUSDT,76.01,0.031903339668748476,0.0013373872885518168
2026-08-08 00:00:00+00:00,XRPUSDT,1.0397,0.01831537708129294,0.031903339668748476
2026-08-09 00:00:00+00:00,BTCUSDT,64901.59,-0.0009391557603913858,0.002613791496021145
2026-08-09 00:00:00+00:00,ETHUSDT,1910.65,-0.0031772697392447036,-0.0009391557603913858
2026-08-09 00:00:00+00:00,SOLUSDT,76.27,0.003420602552295593,-0.0031772697392447036
2026-08-09 00:00:00+00:00,XRPUSDT,1.0299,-0.009425795902664236,0.003420602552295593
2026-08-10 00:00:00+00:00,BTCUSDT,63970.01,-0.014353731549565985,-0.004981485478969816
2026-08-10 00:00:00+00:00,ETHUSDT,1873.16,-0.01962159474524372,-0.014353731549565985
2026-08-10 00:00:00+00:00,SOLUSDT,75.99,-0.0036711682181722605,-0.01962159474524372
2026-08-10 00:00:00+00:00,XRPUSDT,1.0123,-0.0170890377706574,-0.0036711682181722605
2026-08-11 00:00:00+00:00,BTCUSDT,63600.0,-0.005784116650911941,0.029137392987667488
